filename,class,x_center,y_center,bbox_height,bbox_width,image_height,image_width
1a.jpeg,Acne scars,0.588,0.47301349325337333,0.00475112443778111,0.008450666666666667,1334.0,750.0
1a.jpeg,Acne scars,0.6066666666666667,0.4737631184407796,0.009685157421289356,0.017226666666666668,1334.0,750.0
1a.jpeg,Acne scars,0.544,0.4962518740629685,0.014992503748125937,0.02666666666666667,1334.0,750.0
b1.jpeg,Acne scars,0.44666666666666666,0.30434782608695654,0.017991004497751123,0.032,1334.0,750.0
b1.jpeg,Frackels,0.47733333333333333,0.2136431784107946,0.008995502248875561,0.016,1334.0,750.0
b1.jpeg,Frackels,0.6866666666666666,0.26761619190404795,0.008995502248875561,0.016,1334.0,750.0
b1.jpeg,Frackels,0.4093333333333333,0.23463268365817092,0.008958020989505247,0.015933333333333334,1334.0,750.0
b1.jpeg,Frackels,0.772,0.4550224887556222,0.01199400299850075,0.021333333333333333,1334.0,750.0
b1.jpeg,Frackels,0.84,0.43553223388305845,0.01199400299850075,0.021333333333333333,1334.0,750.0
b1.jpeg,Frackels,0.856,0.45577211394302847,0.010494752623688156,0.018666666666666668,1334.0,750.0
b1.jpeg,Frackels,0.6533333333333333,0.5412293853073463,0.01475712143928036,0.026248,1334.0,750.0
b1.jpeg,Frackels,0.7973333333333333,0.5539730134932533,0.022488755622188907,0.04,1334.0,750.0
b1.jpeg,Frackels,0.37866666666666665,0.48950524737631185,0.014992503748125937,0.02666666666666667,1334.0,750.0
b1.jpeg,Wrinkels,0.604,0.6521739130434783,0.014992503748125937,0.02666666666666667,1334.0,750.0
b2.jpeg,Mole and Tags,0.656,0.4962518740629685,0.01649175412293853,0.029333333333333333,1334.0,750.0
b2.jpeg,Frackels,0.6693333333333333,0.56071964017991,0.019490254872563718,0.034666666666666665,1334.0,750.0
b2.jpeg,Frackels,0.724,0.6131934032983508,0.01199400299850075,0.021333333333333333,1334.0,750.0
b2.jpeg,Frackels,0.4106666666666667,0.5892053973013494,0.020989505247376312,0.037333333333333336,1334.0,750.0
b2.jpeg,Frackels,0.416,0.431784107946027,0.01406896551724138,0.025024,1334.0,750.0
b3.jpeg,Acne scars,0.7266666666666667,0.29310344827586204,0.017991004497751123,0.032,1334.0,750.0
b3.jpeg,Frackels,0.6493333333333333,0.20764617691154422,0.01846776611694153,0.032848,1334.0,750.0
b3.jpeg,Acne scars,0.5706666666666667,0.5142428785607196,0.019490254872563718,0.034666666666666665,1334.0,750.0
b3.jpeg,Frackels,0.416,0.5794602698650675,0.019490254872563718,0.034666666666666665,1334.0,750.0
b3.jpeg,Frackels,0.44266666666666665,0.6116941529235382,0.022488755622188907,0.04,1334.0,750.0
b3.jpeg,Frackels,0.296,0.5487256371814093,0.019490254872563718,0.034666666666666665,1334.0,750.0
b3.jpeg,Frackels,0.716,0.5854572713643178,0.013493253373313344,0.024,1334.0,750.0
c1.jpeg,Acne,0.5116666666666667,0.265625,0.025,0.03333333333333333,1600.0,1200.0
c1.jpeg,Acne scars,0.545,0.299375,0.02875,0.03833333333333333,1600.0,1200.0
c1.jpeg,Acne scars,0.4675,0.285,0.02625,0.035,1600.0,1200.0
c1.jpeg,Acne,0.6341666666666667,0.274375,0.02875,0.03833333333333333,1600.0,1200.0
c1.jpeg,Acne scars,0.4033333333333333,0.26125,0.02375,0.03166666666666667,1600.0,1200.0
c1.jpeg,Acne scars,0.43166666666666664,0.21,0.02375,0.03166666666666667,1600.0,1200.0
c1.jpeg,Acne scars,0.5425,0.20125,0.0275,0.03666666666666667,1600.0,1200.0
c1.jpeg,Acne scars,0.6966666666666667,0.229375,0.02875,0.03833333333333333,1600.0,1200.0
c1.jpeg,Acne scars,0.7258333333333333,0.251875,0.02189375,0.029191666666666668,1600.0,1200.0
c1.jpeg,Acne,0.5475,0.22875,0.0125,0.016666666666666666,1600.0,1200.0
c1.jpeg,Acne scars,0.5641666666666667,0.264375,0.02125,0.028333333333333332,1600.0,1200.0
c1.jpeg,Acne,0.34833333333333333,0.506875,0.02125,0.028333333333333332,1600.0,1200.0
c1.jpeg,Acne,0.42,0.5825,0.0198825,0.026510000000000002,1600.0,1200.0
c1.jpeg,Acne,0.53,0.760625,0.02125,0.028333333333333332,1600.0,1200.0
c1.jpeg,Acne,0.32166666666666666,0.578125,0.01625,0.021666666666666667,1600.0,1200.0
c1.jpeg,Acne,0.7408333333333333,0.605625,0.01125,0.015,1600.0,1200.0
c1.jpeg,Acne scars,0.7091666666666666,0.639375,0.0225,0.03,1600.0,1200.0
c1.jpeg,Wrinkels,0.7858333333333334,0.549375,0.0225,0.03,1600.0,1200.0
c1.jpeg,Wrinkels,0.7425,0.563125,0.01875,0.025,1600.0,1200.0
c1.jpeg,Acne scars,0.515,0.74125,0.01375,0.018333333333333333,1600.0,1200.0
c1.jpeg,Frackels,0.6975,0.585,0.01625,0.021666666666666667,1600.0,1200.0
c1.jpeg,Wrinkels,0.4225,0.604375,0.0125,0.016666666666666666,1600.0,1200.0
c1.jpeg,Wrinkels,0.37416666666666665,0.5925,0.015,0.02,1600.0,1200.0
c2.jpeg,Acne,0.4866666666666667,0.595625,0.03,0.04,1600.0,1200.0
c2.jpeg,Acne,0.6158333333333333,0.70125,0.02375,0.03166666666666667,1600.0,1200.0
c2.jpeg,Acne,0.37083333333333335,0.68875,0.025,0.03333333333333333,1600.0,1200.0
c2.jpeg,Acne scars,0.4608333333333333,0.635625,0.02332125,0.031095,1600.0,1200.0
c2.jpeg,Acne scars,0.45416666666666666,0.6675,0.02375,0.03166666666666667,1600.0,1200.0
c2.jpeg,Acne scars,0.42583333333333334,0.61625,0.01875,0.025,1600.0,1200.0
c2.jpeg,Acne scars,0.41333333333333333,0.644375,0.0175,0.023333333333333334,1600.0,1200.0
c2.jpeg,Acne scars,0.4008333333333333,0.68375,0.0125,0.016666666666666666,1600.0,1200.0
c2.jpeg,Acne,0.6083333333333333,0.28,0.02375,0.03166666666666667,1600.0,1200.0
c2.jpeg,Acne,0.6308333333333334,0.220625,0.025,0.03333333333333333,1600.0,1200.0
c2.jpeg,Acne,0.7225,0.325,0.025,0.03333333333333333,1600.0,1200.0
c2.jpeg,Acne,0.7625,0.309375,0.0225,0.03,1600.0,1200.0
c2.jpeg,Acne,0.7933333333333333,0.34125,0.0175,0.023333333333333334,1600.0,1200.0
c2.jpeg,Acne scars,0.8016666666666666,0.35375,0.02,0.02666666666666667,1600.0,1200.0
c2.jpeg,Acne scars,0.6641666666666667,0.248125,0.03399125,0.04532166666666667,1600.0,1200.0
c2.jpeg,Acne scars,0.5791666666666667,0.31875,0.03125,0.041666666666666664,1600.0,1200.0
c2.jpeg,Acne,0.73,0.915625,0.02625,0.035,1600.0,1200.0
c2.jpeg,Acne,0.5716666666666667,0.886875,0.022535,0.030046666666666666,1600.0,1200.0
